Release Year,IMDb Title Rating,IMDb Title Number Of Votes,Runtime (Minutes),Country Code,Season Number,Episode Number,Successful Flag
2011,,,,SE,1.0,3.0,No
2011,,,,SE,1.0,5.0,No
2011,,,,SE,1.0,6.0,No
2011,,,,SE,1.0,7.0,No
2011,,,,SE,1.0,8.0,No
2011,,,,SE,1.0,4.0,No
2011,,,,SE,1.0,5.0,No
2011,,,,SE,1.0,6.0,No
2011,,,,SE,1.0,7.0,No
2011,,,,SE,1.0,8.0,No
2011,,,,SE,1.0,9.0,No
2011,,,,SE,1.0,10.0,No
2011,,,,SE,1.0,9.0,No
2011,,,,SE,1.0,10.0,No
2011,,,42.0,SE,1.0,1.0,No
2011,,,42.0,SE,1.0,2.0,No
2011,,,42.0,SE,1.0,3.0,No
2011,,,42.0,SE,1.0,4.0,No
2011,,,42.0,SE,1.0,5.0,No
2011,,,42.0,SE,1.0,6.0,No
2012,,,,SE,1.0,1.0,No
2012,,,,SE,1.0,2.0,No
2012,,,,SE,1.0,3.0,No
2012,,,,SE,1.0,4.0,No
2012,,,,SE,1.0,5.0,No
2012,,,,SE,1.0,6.0,No
2012,,,,SE,1.0,7.0,No
2012,,,,SE,1.0,8.0,No
2012,,,,SE,1.0,3.0,No
2012,,,,SE,1.0,4.0,No
2012,,,,SE,1.0,5.0,No
2012,,,,SE,1.0,6.0,No
2012,,,,SE,1.0,7.0,No
2012,,,,SE,1.0,8.0,No
2012,,,,SE,1.0,1.0,No
2012,,,,SE,1.0,2.0,No
2012,,,,SE,1.0,3.0,No
2012,,,,SE,1.0,4.0,No
2012,,,,SE,1.0,5.0,No
2012,,,,SE,1.0,6.0,No
2012,,,,SE,1.0,7.0,No
2012,,,,SE,1.0,8.0,No
2012,,,,SE,1.0,9.0,No
2012,,,12.0,SE,1.0,2.0,No
2013,,,,SE,1.0,2.0,No
2013,,,,SE,1.0,3.0,No
2013,,,,SE,1.0,4.0,No
2013,,,,SE,1.0,5.0,No
2013,,,,SE,1.0,6.0,No
2013,,,,SE,1.0,7.0,No
2013,,,,SE,1.0,8.0,No
2013,,,,SE,1.0,1.0,No
2013,,,,SE,1.0,2.0,No
2013,,,,SE,1.0,3.0,No
2013,,,,SE,1.0,4.0,No
2013,,,,SE,1.0,5.0,No
2013,,,,SE,1.0,6.0,No
2013,,,,SE,1.0,7.0,No
2013,,,,SE,1.0,8.0,No
2013,,,25.0,SE,1.0,1.0,No
2013,,,29.0,SE,1.0,3.0,No
2013,,,29.0,SE,1.0,4.0,No
2013,,,30.0,SE,1.0,7.0,No
2013,,,31.0,SE,1.0,9.0,No
2013,,,32.0,SE,1.0,2.0,No
2013,,,34.0,SE,1.0,8.0,No
2013,,,35.0,SE,1.0,6.0,No
2013,,,35.0,SE,1.0,12.0,No
2013,,,36.0,SE,1.0,11.0,No
2013,,,36.0,SE,1.0,13.0,No
2013,,,40.0,SE,1.0,5.0,No
2013,,,41.0,SE,1.0,10.0,No
2013,,,44.0,SE,1.0,14.0,No
2014,,,,SE,1.0,1.0,No
2014,,,,SE,1.0,2.0,No
2014,,,,SE,1.0,3.0,No
2014,,,,SE,1.0,4.0,No
2014,,,,SE,1.0,4.0,No
2014,,,,SE,1.0,5.0,No
2014,,,,SE,1.0,6.0,No
2014,,,,SE,1.0,7.0,No
2014,,,,SE,1.0,8.0,No
2014,,,,SE,1.0,9.0,No
2014,,,,SE,1.0,10.0,No
2014,2.0,6,,SE,1.0,2.0,No
2014,2.0,7,,SE,1.0,5.0,No
2014,2.8,6,,SE,1.0,3.0,No
2014,2.8,7,,SE,1.0,1.0,No
2015,,,,SE,1.0,1.0,No
2015,,,,SE,1.0,2.0,No
2015,,,,SE,1.0,1.0,No
2015,,,,SE,1.0,2.0,No
2015,,,,SE,1.0,3.0,No
2015,,,,SE,1.0,3.0,No
2015,,,,SE,1.0,4.0,No
2015,,,,SE,1.0,5.0,No
2015,,,,SE,1.0,4.0,No
2015,,,,SE,1.0,5.0,No
2015,6.8,43,59.0,SE,1.0,2.0,No
2015,6.8,47,60.0,SE,1.0,1.0,No
2006,,,,SE,2.0,2.0,No
2006,,,,SE,2.0,3.0,No
2006,,,,SE,2.0,4.0,No
2006,,,,SE,2.0,5.0,No
2006,,,,SE,2.0,6.0,No
2006,,,,SE,2.0,7.0,No
2006,,,,SE,2.0,8.0,No
2006,,,,SE,2.0,9.0,No
2006,,,,SE,2.0,10.0,No
2006,,,,SE,2.0,1.0,No
2009,,,,SE,2.0,1.0,No
2009,,,,SE,2.0,2.0,No
2009,,,,SE,2.0,3.0,No
2009,,,,SE,2.0,4.0,No
2009,,,,SE,2.0,5.0,No
2009,,,,SE,2.0,6.0,No
2009,,,,SE,2.0,7.0,No
2009,,,,SE,2.0,8.0,No
2009,,,,SE,2.0,9.0,No
2009,,,,SE,2.0,1.0,No
2009,,,,SE,2.0,1.0,No
2009,,,,SE,2.0,2.0,No
2009,,,,SE,2.0,2.0,No
2009,,,,SE,2.0,3.0,No
2009,,,,SE,2.0,3.0,No
2009,,,,SE,2.0,4.0,No
2009,,,,SE,2.0,4.0,No
2009,,,,SE,2.0,5.0,No
2009,,,,SE,2.0,5.0,No
2009,,,,SE,2.0,6.0,No
2009,,,,SE,2.0,6.0,No
2009,,,,SE,2.0,7.0,No
2009,,,,SE,2.0,7.0,No
2009,,,,SE,2.0,8.0,No
2009,,,,SE,2.0,8.0,No
2009,,,,SE,2.0,9.0,No
2009,,,,SE,2.0,10.0,No
2009,,,,SE,2.0,9.0,No
2009,,,,SE,2.0,10.0,No
2010,,,,SE,2.0,11.0,No
2010,,,,SE,2.0,12.0,No
2010,,,30.0,SE,2.0,4.0,No
2010,,,36.0,SE,2.0,1.0,No
2010,,,36.0,SE,2.0,3.0,No
2010,,,38.0,SE,2.0,7.0,No
2010,,,39.0,SE,2.0,6.0,No
2010,,,40.0,SE,2.0,2.0,No
2010,,,42.0,SE,2.0,9.0,No
2010,,,42.0,SE,2.0,10.0,No
2010,,,45.0,SE,2.0,11.0,No
2010,,,46.0,SE,2.0,8.0,No
2010,,,46.0,SE,2.0,5.0,No
2011,,,,SE,2.0,1.0,No
2011,,,,SE,2.0,2.0,No
2011,,,,SE,2.0,3.0,No
2011,,,,SE,2.0,4.0,No
2011,,,,SE,2.0,5.0,No
2011,,,,SE,2.0,6.0,No
2011,,,,SE,2.0,7.0,No
2011,,,,SE,2.0,8.0,No
2012,,,42.0,SE,2.0,1.0,No
2012,,,42.0,SE,2.0,2.0,No
2012,,,42.0,SE,2.0,10.0,No
2012,,,42.0,SE,2.0,3.0,No
2012,,,42.0,SE,2.0,4.0,No
2012,,,42.0,SE,2.0,5.0,No
2012,,,42.0,SE,2.0,6.0,No
2012,,,42.0,SE,2.0,7.0,No
2012,,,42.0,SE,2.0,8.0,No
2012,,,42.0,SE,2.0,9.0,No
2013,,,,SE,2.0,1.0,No
2013,,,,SE,2.0,2.0,No
2013,,,,SE,2.0,3.0,No
2013,,,,SE,2.0,4.0,No
2013,,,,SE,2.0,5.0,No
2013,,,,SE,2.0,6.0,No
2013,,,,SE,2.0,7.0,No
2013,,,,SE,2.0,8.0,No
2013,,,,SE,2.0,9.0,No
2013,,,,SE,2.0,10.0,No
2013,,,25.0,SE,2.0,1.0,No
2013,,,31.0,SE,2.0,2.0,No
2013,,,35.0,SE,2.0,4.0,No
2013,,,35.0,SE,2.0,7.0,No
2013,,,38.0,SE,2.0,3.0,No
2013,,,40.0,SE,2.0,6.0,No
2013,,,43.0,SE,2.0,5.0,No
2013,,,50.0,SE,2.0,8.0,No
2015,,,,SE,2.0,1.0,No
2015,,,,SE,2.0,2.0,No
2015,,,,SE,2.0,3.0,No
2015,,,,SE,2.0,4.0,No
2015,,,,SE,2.0,5.0,No
2015,7.7,31,58.0,SE,2.0,1.0,Yes
2015,8.0,23,58.0,SE,2.0,2.0,Yes
2015,8.0,25,58.0,SE,2.0,3.0,Yes
2016,6.6,31,43.0,SE,2.0,3.0,No
2016,6.7,30,43.0,SE,2.0,6.0,No
2016,6.7,30,45.0,SE,2.0,4.0,No
2016,6.7,20,58.0,SE,2.0,7.0,No
2016,6.8,26,45.0,SE,2.0,8.0,No
2016,6.8,21,50.0,SE,2.0,6.0,No
2016,6.8,25,53.0,SE,2.0,3.0,No
2016,6.8,19,58.0,SE,2.0,4.0,No
2016,6.8,22,58.0,SE,2.0,5.0,No
2016,6.9,30,43.0,SE,2.0,5.0,No
2016,6.9,33,44.0,SE,2.0,2.0,No
2016,6.9,35,44.0,SE,2.0,1.0,No
2016,6.9,22,60.0,SE,2.0,2.0,No
2016,7.0,27,43.0,SE,2.0,9.0,Yes
2016,7.0,28,60.0,SE,2.0,1.0,Yes
2016,7.2,21,58.0,SE,2.0,8.0,Yes
2016,7.3,30,45.0,SE,2.0,7.0,Yes
2016,7.3,21,58.0,SE,2.0,9.0,Yes
2016,7.4,39,43.0,SE,2.0,10.0,Yes
2016,7.7,28,58.0,SE,2.0,10.0,Yes
2010,,,,SE,3.0,1.0,No
2010,,,,SE,3.0,1.0,No
2010,,,,SE,3.0,2.0,No
2010,,,,SE,3.0,3.0,No
2010,,,,SE,3.0,4.0,No
2010,,,,SE,3.0,5.0,No
2010,,,,SE,3.0,2.0,No
2010,,,,SE,3.0,3.0,No
2010,,,,SE,3.0,4.0,No
2010,,,,SE,3.0,6.0,No
2010,,,,SE,3.0,7.0,No
2010,,,,SE,3.0,8.0,No
2010,,,,SE,3.0,9.0,No
2010,,,,SE,3.0,5.0,No
2010,,,,SE,3.0,6.0,No
2010,,,,SE,3.0,7.0,No
2010,,,,SE,3.0,8.0,No
2010,,,,SE,3.0,9.0,No
2010,,,,SE,3.0,10.0,No
2010,,,,SE,3.0,11.0,No
2010,,,,SE,3.0,8.0,No
2010,,,,SE,3.0,9.0,No
2010,,,,SE,3.0,10.0,No
2010,,,37.0,SE,3.0,2.0,No
2010,,,40.0,SE,3.0,1.0,No
2010,,,40.0,SE,3.0,3.0,No
2010,,,41.0,SE,3.0,5.0,No
2010,,,44.0,SE,3.0,4.0,No
2010,,,45.0,SE,3.0,1.0,No
2010,,,45.0,SE,3.0,2.0,No
2010,,,45.0,SE,3.0,3.0,No
2010,,,45.0,SE,3.0,4.0,No
2010,,,45.0,SE,3.0,5.0,No
2010,,,45.0,SE,3.0,6.0,No
2010,,,47.0,SE,3.0,9.0,No
2010,,,48.0,SE,3.0,7.0,No
2010,,,53.0,SE,3.0,6.0,No
2010,,,53.0,SE,3.0,8.0,No
2010,,,54.0,SE,3.0,10.0,No
2012,,,42.0,SE,3.0,1.0,No
2012,,,42.0,SE,3.0,2.0,No
2012,,,42.0,SE,3.0,3.0,No
2012,,,42.0,SE,3.0,4.0,No
2012,,,42.0,SE,3.0,6.0,No
2012,,,42.0,SE,3.0,7.0,No
2012,,,42.0,SE,3.0,8.0,No
2014,,,,SE,3.0,5.0,No
2014,,,,SE,3.0,6.0,No
2014,,,34.0,SE,3.0,3.0,No
2014,,,35.0,SE,3.0,2.0,No
2014,,,37.0,SE,3.0,7.0,No
2014,,,38.0,SE,3.0,4.0,No
2014,,,38.0,SE,3.0,8.0,No
2014,,,43.0,SE,3.0,1.0,No
2020,7.5,22,48.0,SE,1.0,4.0,Yes
2021,,,,SE,11.0,8.0,No
2021,,,,SE,11.0,10.0,No
2021,7.1,34,47.0,SE,1.0,5.0,Yes
2021,7.2,43,45.0,SE,1.0,2.0,Yes
2021,7.3,71,45.0,SE,1.0,1.0,Yes
2021,7.2,51,44.0,SE,1.0,1.0,Yes
1974,,,,SE,2.0,1.0,No
2000,,,29.0,SE,1.0,2.0,No
2000,,,29.0,SE,1.0,3.0,No
2000,,,29.0,SE,1.0,4.0,No
2009,,,,SE,3.0,2.0,No
2009,6.2,743,93.0,SE,2.0,5.0,No
2013,,,22.0,SE,,,No
2020,,,,SE,1.0,2.0,No
2020,,,2.0,SE,1.0,3.0,No
2020,,,3.0,SE,1.0,2.0,No
2020,,,28.0,SE,1.0,1.0,No
2020,,,28.0,SE,1.0,3.0,No
2020,,,28.0,SE,1.0,4.0,No
2020,,,37.0,SE,1.0,1.0,No
2020,,,57.0,SE,1.0,1.0,No
2020,,,58.0,SE,1.0,1.0,No
2020,,,58.0,SE,1.0,2.0,No
2020,,,59.0,SE,1.0,3.0,No
2020,,,59.0,SE,1.0,2.0,No
2020,6.8,6,59.0,SE,1.0,3.0,No
2021,,,28.0,SE,1.0,2.0,No
2021,,,28.0,SE,1.0,3.0,No
2021,,,28.0,SE,1.0,5.0,No
2021,,,28.0,SE,1.0,6.0,No
2021,,,29.0,SE,1.0,1.0,No
2021,,,29.0,SE,1.0,4.0,No
2021,,,,SE,11.0,9.0,No
2021,5.2,13,,SE,5.0,5.0,No
2021,6.1,35,,SE,1.0,1.0,No
2021,6.2,13,,SE,5.0,8.0,No
2021,6.3,179,89.0,SE,1.0,1.0,No
2021,6.4,26,,SE,1.0,2.0,No
2021,6.4,15,20.0,SE,1.0,2.0,No
2021,6.4,14,21.0,SE,1.0,3.0,No
2021,6.4,136,89.0,SE,1.0,4.0,No
2021,6.5,11,18.0,SE,1.0,6.0,No
2021,6.5,11,,SE,5.0,3.0,No
2021,6.6,150,89.0,SE,1.0,3.0,No
2021,6.7,9,,SE,5.0,10.0,No
2021,6.8,10,20.0,SE,1.0,7.0,No
2021,6.8,15,20.0,SE,1.0,4.0,No
2021,6.8,111,89.0,SE,1.0,5.0,No
2021,6.8,10,,SE,5.0,6.0,No
2021,6.8,10,,SE,5.0,7.0,No
2021,6.9,12,20.0,SE,1.0,5.0,No
2021,7.0,21,23.0,SE,1.0,1.0,Yes
2021,7.0,12,,SE,5.0,2.0,No
2021,7.1,161,46.0,SE,1.0,3.0,Yes
2021,7.1,14,,SE,5.0,4.0,No
2021,7.1,11,,SE,5.0,9.0,No
2021,7.2,18,,SE,1.0,6.0,No
2021,7.2,19,,SE,1.0,4.0,No
2021,7.2,66,57.0,SE,1.0,4.0,Yes
2021,7.4,18,,SE,1.0,7.0,No
2021,7.4,19,,SE,1.0,5.0,No
2021,7.4,19,,SE,1.0,8.0,No
2021,7.4,12,21.0,SE,1.0,8.0,No
2021,7.5,22,,SE,1.0,3.0,Yes
2022,5.1,688,45.0,SE,1.0,6.0,No
2022,6.6,45,44.0,SE,2.0,1.0,No
2022,7.7,473,45.0,SE,1.0,4.0,Yes
2022,7.7,541,45.0,SE,1.0,1.0,Yes
2022,7.8,471,45.0,SE,1.0,5.0,Yes
2022,7.8,503,45.0,SE,1.0,2.0,Yes
2022,8.2,530,45.0,SE,1.0,3.0,Yes
2022,6.9,26,50.0,SE,2.0,1.0,No
2017,,,,SE,7.0,2.0,No
2017,,,,SE,7.0,3.0,No
2017,,,,SE,7.0,4.0,No
2017,,,,SE,7.0,5.0,No
2017,,,,SE,7.0,6.0,No
2017,,,,SE,7.0,7.0,No
2017,,,,SE,7.0,8.0,No
2017,,,,SE,7.0,9.0,No
2017,,,,SE,7.0,10.0,No
1997,,,14.0,SE,1.0,16.0,No
1997,,,15.0,SE,1.0,15.0,No
2012,,,,SE,1.0,1.0,No
2012,,,,SE,1.0,14.0,No
2013,,,,SE,1.0,8.0,No
2013,,,,SE,1.0,9.0,No
2013,,,,SE,1.0,10.0,No
2021,7.1,37,45.0,SE,1.0,8.0,Yes
2021,7.3,36,45.0,SE,1.0,7.0,Yes
2021,7.4,39,46.0,SE,1.0,6.0,Yes
2022,,,20.0,SE,1.0,1.0,No
2022,7.3,34,44.0,SE,1.0,1.0,Yes
2022,7.7,31,44.0,SE,1.0,6.0,Yes
2022,7.9,24,44.0,SE,1.0,4.0,Yes
2022,8.2,27,44.0,SE,1.0,5.0,Yes
1967,,,50.0,SE,1.0,4.0,No
1968,,,35.0,SE,2.0,3.0,No
1986,6.8,27,30.0,SE,1.0,1.0,No
1986,6.9,24,35.0,SE,1.0,5.0,No
1986,7.0,24,30.0,SE,1.0,2.0,Yes
1986,7.0,25,40.0,SE,1.0,6.0,Yes
1986,7.1,24,30.0,SE,1.0,3.0,Yes
1986,7.3,24,35.0,SE,1.0,4.0,Yes
1987,6.0,10,30.0,SE,1.0,5.0,No
1987,6.1,9,30.0,SE,1.0,1.0,No
1991,,,47.0,SE,,,No
1993,4.9,16,88.0,SE,1.0,3.0,No
1993,5.3,9,51.0,SE,1.0,5.0,No
1993,5.4,9,51.0,SE,1.0,6.0,No
1993,5.4,9,52.0,SE,1.0,3.0,No
1993,5.4,9,55.0,SE,1.0,4.0,No
1993,5.7,10,52.0,SE,1.0,2.0,No
1993,6.1,10,49.0,SE,1.0,1.0,No
1995,,,57.0,SE,2.0,5.0,No
1995,,,58.0,SE,2.0,3.0,No
1995,,,58.0,SE,2.0,6.0,No
1995,,,58.0,SE,2.0,7.0,No
1995,,,58.0,SE,2.0,8.0,No
1995,,,59.0,SE,2.0,4.0,No
1995,5.0,5,59.0,SE,2.0,2.0,No
1995,5.3,8,58.0,SE,2.0,1.0,No
1997,3.8,27,24.0,SE,1.0,8.0,No
1997,5.3,51,27.0,SE,1.0,6.0,No
1997,5.3,45,28.0,SE,1.0,1.0,No
1997,5.6,1624,91.0,SE,1.0,2.0,No
1997,5.9,32,23.0,SE,1.0,5.0,No
1997,6.1,1979,88.0,SE,1.0,8.0,No
1997,6.1,1790,94.0,SE,1.0,1.0,No
1997,7.0,24,54.0,SE,1.0,4.0,Yes
1997,7.0,29,55.0,SE,1.0,1.0,Yes
1997,7.1,23,54.0,SE,1.0,5.0,Yes
1997,7.5,22,53.0,SE,1.0,6.0,Yes
1997,7.6,23,57.0,SE,1.0,2.0,Yes
1997,7.6,30,57.0,SE,1.0,3.0,Yes
1998,5.9,1517,85.0,SE,1.0,3.0,No
1998,7.1,19,54.0,SE,2.0,6.0,No
1998,7.2,22,56.0,SE,2.0,2.0,Yes
1998,7.4,20,53.0,SE,2.0,4.0,No
1998,7.5,19,54.0,SE,2.0,5.0,No
1998,7.5,20,57.0,SE,2.0,1.0,No
1999,6.9,17,26.0,SE,1.0,7.0,No
1999,7.5,18,26.0,SE,1.0,6.0,No
2002,,,42.0,SE,1.0,4.0,No
2002,,,43.0,SE,1.0,8.0,No
2002,,,43.0,SE,1.0,9.0,No
2002,,,43.0,SE,1.0,10.0,No
2002,,,44.0,SE,1.0,1.0,No
2002,,,44.0,SE,1.0,2.0,No
2002,,,44.0,SE,1.0,3.0,No
2002,,,44.0,SE,1.0,5.0,No
2002,,,44.0,SE,1.0,6.0,No
2002,,,44.0,SE,1.0,7.0,No
2002,5.8,8,,SE,1.0,3.0,No
2002,6.2,8,,SE,1.0,4.0,No
2002,6.3,12,23.0,SE,1.0,1.0,No
2002,6.5,10,,SE,1.0,2.0,No
2006,6.0,924,89.0,SE,1.0,8.0,No
2006,7.5,6,,SE,1.0,11.0,No
2006,8.1,9,,SE,1.0,12.0,No
2007,5.7,923,87.0,SE,1.0,1.0,No
2018,,,7.0,SE,,,No
2018,,,,SE,8.0,6.0,No
,,,,SE,2.0,1.0,No
,,,,SE,2.0,5.0,No
,,,,SE,1.0,3.0,No
,,,,SE,1.0,4.0,No
,,,,SE,2.0,3.0,No
1983,8.5,274,96.0,SE,1.0,1.0,Yes
1983,8.7,239,39.0,SE,1.0,3.0,Yes
2017,6.9,34,45.0,SE,1.0,5.0,No
2017,7.5,21,58.0,SE,1.0,2.0,Yes
2022,7.2,66,44.0,SE,1.0,1.0,Yes
2022,7.3,11,29.0,SE,1.0,6.0,No
2022,7.3,47,44.0,SE,1.0,6.0,Yes
2022,7.3,50,44.0,SE,1.0,4.0,Yes
2022,7.3,131,41.0,SE,2.0,4.0,Yes
2022,7.3,148,49.0,SE,2.0,2.0,Yes
2022,7.4,61,44.0,SE,1.0,2.0,Yes
2022,7.4,49,44.0,SE,1.0,5.0,Yes
2022,7.4,54,44.0,SE,1.0,3.0,Yes
2022,7.4,140,38.0,SE,2.0,3.0,Yes
2022,7.5,50,44.0,SE,1.0,8.0,Yes
2022,7.6,164,47.0,SE,2.0,6.0,Yes
2022,7.7,46,44.0,SE,1.0,7.0,Yes
2022,8.0,169,45.0,SE,2.0,5.0,Yes
2023,,,44.0,SE,2.0,1.0,No
2023,,,47.0,SE,2.0,2.0,No
1972,,,15.0,SE,1.0,1.0,No
1972,,,15.0,SE,1.0,5.0,No
1972,,,15.0,SE,1.0,10.0,No
1972,,,20.0,SE,1.0,2.0,No
1972,,,20.0,SE,1.0,3.0,No
1972,,,20.0,SE,1.0,4.0,No
1972,,,20.0,SE,1.0,6.0,No
1972,,,20.0,SE,1.0,7.0,No
1972,,,20.0,SE,1.0,8.0,No
1972,,,20.0,SE,1.0,9.0,No
1972,,,20.0,SE,1.0,11.0,No
1972,,,20.0,SE,1.0,12.0,No
1972,,,20.0,SE,1.0,13.0,No
1972,,,20.0,SE,1.0,14.0,No
1972,,,20.0,SE,1.0,15.0,No
1972,,,20.0,SE,1.0,16.0,No
1972,,,20.0,SE,1.0,17.0,No
1972,,,20.0,SE,1.0,18.0,No
1972,,,20.0,SE,1.0,19.0,No
1972,,,20.0,SE,1.0,20.0,No
1972,,,20.0,SE,1.0,21.0,No
1972,,,20.0,SE,1.0,22.0,No
1972,,,20.0,SE,1.0,23.0,No
1972,,,20.0,SE,1.0,24.0,No
1972,,,30.0,SE,1.0,25.0,No
1978,,,10.0,SE,1.0,2.0,No
1978,,,10.0,SE,1.0,5.0,No
1978,,,10.0,SE,1.0,17.0,No
1978,,,10.0,SE,1.0,19.0,No
1978,,,10.0,SE,1.0,22.0,No
1978,,,15.0,SE,1.0,1.0,No
1978,,,15.0,SE,1.0,3.0,No
1978,,,15.0,SE,1.0,4.0,No
1978,,,15.0,SE,1.0,6.0,No
1978,,,15.0,SE,1.0,7.0,No
1978,,,15.0,SE,1.0,8.0,No
1978,,,15.0,SE,1.0,9.0,No
1978,,,15.0,SE,1.0,10.0,No
1978,,,15.0,SE,1.0,11.0,No
1978,,,15.0,SE,1.0,12.0,No
1978,,,15.0,SE,1.0,13.0,No
1978,,,15.0,SE,1.0,14.0,No
1978,,,15.0,SE,1.0,15.0,No
1978,,,15.0,SE,1.0,16.0,No
1978,,,15.0,SE,1.0,18.0,No
1978,,,15.0,SE,1.0,20.0,No
1978,,,15.0,SE,1.0,21.0,No
1978,,,15.0,SE,1.0,23.0,No
1978,,,20.0,SE,1.0,24.0,No
1983,,,50.0,SE,1.0,1.0,No
1995,,,59.0,SE,1.0,2.0,No
2001,,,60.0,SE,1.0,1.0,No
2001,,,60.0,SE,1.0,2.0,No
2001,,,60.0,SE,1.0,3.0,No
2001,,,60.0,SE,1.0,4.0,No
2001,,,60.0,SE,1.0,5.0,No
2001,,,60.0,SE,1.0,6.0,No
2003,,,15.0,SE,1.0,1.0,No
2003,,,15.0,SE,1.0,2.0,No
2003,,,15.0,SE,1.0,3.0,No
2003,,,15.0,SE,1.0,4.0,No
2003,,,15.0,SE,1.0,5.0,No
2003,,,15.0,SE,1.0,6.0,No
2003,,,15.0,SE,1.0,7.0,No
2003,,,15.0,SE,1.0,8.0,No
2003,,,15.0,SE,1.0,9.0,No
2003,,,15.0,SE,1.0,10.0,No
2003,,,15.0,SE,1.0,11.0,No
2003,,,15.0,SE,1.0,12.0,No
2003,,,15.0,SE,1.0,13.0,No
2003,,,15.0,SE,1.0,14.0,No
2003,,,15.0,SE,1.0,15.0,No
2003,,,15.0,SE,1.0,16.0,No
2003,,,15.0,SE,1.0,17.0,No
2003,,,15.0,SE,1.0,18.0,No
2003,,,15.0,SE,1.0,19.0,No
2003,,,15.0,SE,1.0,20.0,No
2003,,,15.0,SE,1.0,21.0,No
2003,,,15.0,SE,1.0,22.0,No
2003,,,15.0,SE,1.0,23.0,No
2003,,,15.0,SE,1.0,24.0,No
2006,,,15.0,SE,1.0,1.0,No
2006,,,15.0,SE,1.0,2.0,No
2006,,,15.0,SE,1.0,3.0,No
2006,,,15.0,SE,1.0,4.0,No
2006,,,15.0,SE,1.0,5.0,No
2006,,,15.0,SE,1.0,6.0,No
2006,,,15.0,SE,1.0,7.0,No
2006,,,15.0,SE,1.0,8.0,No
2006,,,15.0,SE,1.0,9.0,No
2006,,,15.0,SE,1.0,10.0,No
2006,,,15.0,SE,1.0,12.0,No
2006,,,15.0,SE,1.0,13.0,No
2006,,,15.0,SE,1.0,14.0,No
2006,,,15.0,SE,1.0,15.0,No
2006,,,15.0,SE,1.0,16.0,No
2006,,,15.0,SE,1.0,17.0,No
2006,,,15.0,SE,1.0,18.0,No
2006,,,15.0,SE,1.0,19.0,No
2006,,,15.0,SE,1.0,22.0,No
2006,,,15.0,SE,1.0,23.0,No
2006,,,15.0,SE,1.0,24.0,No
2006,,,15.0,SE,1.0,26.0,No
2007,,,15.0,SE,1.0,3.0,No
2007,,,15.0,SE,1.0,4.0,No
2007,,,15.0,SE,1.0,5.0,No
2007,,,15.0,SE,1.0,6.0,No
2007,,,15.0,SE,1.0,7.0,No
2007,,,15.0,SE,1.0,8.0,No
2007,,,15.0,SE,1.0,9.0,No
2007,,,15.0,SE,1.0,10.0,No
2007,,,15.0,SE,1.0,13.0,No
2007,,,15.0,SE,1.0,14.0,No
2007,,,15.0,SE,1.0,15.0,No
2007,,,15.0,SE,1.0,16.0,No
2007,,,15.0,SE,1.0,17.0,No
2007,,,15.0,SE,1.0,18.0,No
2007,,,15.0,SE,1.0,19.0,No
2007,,,15.0,SE,1.0,20.0,No
2007,,,15.0,SE,1.0,21.0,No
2007,,,15.0,SE,1.0,22.0,No
2007,,,15.0,SE,1.0,23.0,No
2007,,,15.0,SE,2.0,1.0,No
2007,,,15.0,SE,2.0,2.0,No
2007,,,15.0,SE,2.0,3.0,No
2007,,,15.0,SE,2.0,4.0,No
2007,,,15.0,SE,2.0,8.0,No
2007,,,15.0,SE,2.0,9.0,No
2007,,,15.0,SE,2.0,10.0,No
2007,,,15.0,SE,2.0,11.0,No
2007,,,15.0,SE,2.0,12.0,No
2007,,,15.0,SE,2.0,15.0,No
2007,,,15.0,SE,2.0,16.0,No
2007,,,15.0,SE,2.0,17.0,No
2007,,,15.0,SE,2.0,18.0,No
2007,,,15.0,SE,2.0,19.0,No
2007,,,15.0,SE,2.0,20.0,No
2007,,,15.0,SE,2.0,21.0,No
2007,,,15.0,SE,2.0,22.0,No
2007,,,15.0,SE,2.0,23.0,No
2007,,,15.0,SE,2.0,26.0,No
2008,,,45.0,SE,1.0,2.0,No
2008,,,45.0,SE,1.0,3.0,No
2008,,,45.0,SE,1.0,4.0,No
2008,,,45.0,SE,1.0,5.0,No
2008,,,45.0,SE,1.0,6.0,No
2011,,,42.0,SE,1.0,1.0,No
2011,,,42.0,SE,1.0,2.0,No
2011,,,42.0,SE,1.0,3.0,No
2011,,,42.0,SE,1.0,4.0,No
2011,,,42.0,SE,1.0,5.0,No
2011,,,42.0,SE,1.0,6.0,No
2011,,,42.0,SE,1.0,7.0,No
2011,,,42.0,SE,1.0,8.0,No
2011,,,42.0,SE,1.0,9.0,No
2011,,,42.0,SE,1.0,10.0,No
2011,,,42.0,SE,1.0,11.0,No
2011,,,42.0,SE,1.0,12.0,No
2011,,,42.0,SE,1.0,13.0,No
2011,,,42.0,SE,1.0,14.0,No
2011,,,42.0,SE,1.0,15.0,No
2011,,,42.0,SE,1.0,16.0,No
2011,,,42.0,SE,1.0,17.0,No
2011,,,42.0,SE,1.0,18.0,No
2011,,,42.0,SE,1.0,19.0,No
2011,,,42.0,SE,1.0,20.0,No
2011,,,42.0,SE,1.0,21.0,No
2011,,,42.0,SE,1.0,22.0,No
2011,,,42.0,SE,1.0,23.0,No
2011,,,42.0,SE,1.0,24.0,No
2011,6.4,7,3.0,SE,1.0,3.0,No
2011,6.7,7,3.0,SE,1.0,9.0,No
