Release Year,IMDb Title Rating,IMDb Title Number Of Votes,Runtime (Minutes),Country Code,Season Number,Episode Number,Successful Flag
1984,,,20.0,SE,1.0,11.0,No
1984,,,20.0,SE,1.0,12.0,No
1984,,,20.0,SE,1.0,13.0,No
1984,,,20.0,SE,1.0,14.0,No
1984,,,20.0,SE,1.0,15.0,No
1984,,,20.0,SE,1.0,16.0,No
1984,,,20.0,SE,1.0,17.0,No
1984,,,20.0,SE,1.0,18.0,No
1984,,,20.0,SE,1.0,19.0,No
1984,,,20.0,SE,1.0,20.0,No
1984,,,20.0,SE,1.0,21.0,No
1984,,,20.0,SE,1.0,22.0,No
1984,,,20.0,SE,1.0,23.0,No
1984,,,20.0,SE,1.0,24.0,No
1986,,,20.0,SE,1.0,1.0,No
1986,,,20.0,SE,1.0,2.0,No
1986,,,20.0,SE,1.0,3.0,No
1986,,,20.0,SE,1.0,4.0,No
1986,,,20.0,SE,1.0,5.0,No
1986,,,20.0,SE,1.0,6.0,No
1986,,,20.0,SE,1.0,7.0,No
1986,,,20.0,SE,1.0,8.0,No
1986,,,20.0,SE,1.0,9.0,No
1986,,,20.0,SE,1.0,10.0,No
1986,,,20.0,SE,1.0,11.0,No
1986,,,20.0,SE,1.0,12.0,No
1986,,,20.0,SE,1.0,13.0,No
1986,,,20.0,SE,1.0,14.0,No
1986,,,20.0,SE,1.0,15.0,No
1986,,,20.0,SE,1.0,16.0,No
1986,,,20.0,SE,1.0,17.0,No
1986,,,20.0,SE,1.0,18.0,No
1986,,,20.0,SE,1.0,19.0,No
1986,,,20.0,SE,1.0,20.0,No
1986,,,20.0,SE,1.0,21.0,No
1986,,,20.0,SE,1.0,22.0,No
1986,,,20.0,SE,1.0,23.0,No
1986,,,35.0,SE,1.0,24.0,No
1989,6.8,13,20.0,SE,1.0,8.0,No
1989,6.8,15,20.0,SE,1.0,2.0,No
1989,6.9,11,20.0,SE,1.0,12.0,No
1989,7.0,8,20.0,SE,1.0,19.0,No
1989,7.0,8,20.0,SE,1.0,20.0,No
1989,7.1,8,20.0,SE,1.0,22.0,No
1989,7.1,8,20.0,SE,1.0,23.0,No
1989,7.1,11,20.0,SE,1.0,6.0,No
1989,7.1,11,20.0,SE,1.0,10.0,No
1989,7.1,9,25.0,SE,1.0,18.0,No
1989,7.1,10,25.0,SE,1.0,11.0,No
1989,7.2,13,15.0,SE,1.0,3.0,No
1989,7.2,10,20.0,SE,1.0,14.0,No
1989,7.2,14,20.0,SE,1.0,5.0,No
1989,7.2,11,25.0,SE,1.0,15.0,No
1989,7.3,10,25.0,SE,1.0,4.0,No
1989,7.3,10,25.0,SE,1.0,17.0,No
1989,7.4,8,20.0,SE,1.0,21.0,No
1989,7.4,10,20.0,SE,1.0,16.0,No
1989,7.4,11,20.0,SE,1.0,13.0,No
1989,7.6,8,20.0,SE,1.0,24.0,No
1989,7.6,14,20.0,SE,1.0,7.0,No
1989,7.8,15,25.0,SE,1.0,9.0,No
1989,8.1,44,30.0,SE,1.0,1.0,Yes
1990,6.9,9,15.0,SE,1.0,4.0,No
1990,7.0,8,15.0,SE,1.0,6.0,No
1990,7.0,8,15.0,SE,1.0,14.0,No
1990,7.0,8,15.0,SE,1.0,15.0,No
1990,7.1,8,15.0,SE,1.0,5.0,No
1990,7.1,8,15.0,SE,1.0,8.0,No
1990,7.1,8,15.0,SE,1.0,9.0,No
1990,7.1,8,15.0,SE,1.0,10.0,No
1990,7.1,8,15.0,SE,1.0,12.0,No
1990,7.1,8,15.0,SE,1.0,13.0,No
1990,7.1,8,15.0,SE,1.0,18.0,No
1990,7.1,8,15.0,SE,1.0,19.0,No
1990,7.1,8,15.0,SE,1.0,20.0,No
1990,7.1,8,15.0,SE,1.0,21.0,No
1990,7.1,8,15.0,SE,1.0,22.0,No
1990,7.1,8,15.0,SE,1.0,23.0,No
1990,7.1,10,15.0,SE,1.0,3.0,No
1990,7.2,10,15.0,SE,1.0,2.0,No
1990,7.3,8,15.0,SE,1.0,7.0,No
1990,7.3,8,15.0,SE,1.0,11.0,No
1990,7.3,8,15.0,SE,1.0,16.0,No
1990,7.3,8,15.0,SE,1.0,17.0,No
1990,7.3,10,15.0,SE,1.0,1.0,No
1990,7.4,8,15.0,SE,1.0,24.0,No
1995,,,25.0,SE,1.0,3.0,No
1995,,,25.0,SE,1.0,4.0,No
1995,,,25.0,SE,1.0,5.0,No
1995,,,25.0,SE,1.0,6.0,No
1995,,,25.0,SE,1.0,7.0,No
1995,,,25.0,SE,1.0,8.0,No
1995,,,25.0,SE,1.0,9.0,No
1995,,,25.0,SE,1.0,10.0,No
1995,,,25.0,SE,1.0,11.0,No
1995,,,25.0,SE,1.0,12.0,No
1995,,,25.0,SE,1.0,13.0,No
1995,,,25.0,SE,1.0,14.0,No
1995,,,25.0,SE,1.0,15.0,No
1995,,,25.0,SE,1.0,16.0,No
1995,,,25.0,SE,1.0,17.0,No
1995,,,25.0,SE,1.0,18.0,No
1995,,,25.0,SE,1.0,19.0,No
1995,,,25.0,SE,1.0,20.0,No
1995,,,25.0,SE,1.0,21.0,No
1995,,,25.0,SE,1.0,22.0,No
1995,,,25.0,SE,1.0,23.0,No
1995,,,25.0,SE,1.0,24.0,No
1995,7.0,7,25.0,SE,1.0,2.0,No
1995,7.2,7,25.0,SE,1.0,1.0,No
2008,,,42.0,SE,1.0,7.0,No
2008,,,42.0,SE,1.0,10.0,No
2008,,,44.0,SE,1.0,8.0,No
2008,,,44.0,SE,1.0,9.0,No
2008,,,45.0,SE,2.0,7.0,No
2008,,,45.0,SE,2.0,8.0,No
2008,5.4,472,87.0,SE,1.0,4.0,No
2008,5.7,432,87.0,SE,1.0,6.0,No
1974,,,30.0,SE,1.0,2.0,No
1974,,,30.0,SE,1.0,3.0,No
1979,7.4,9,30.0,SE,5.0,6.0,No
1979,7.6,10,30.0,SE,5.0,4.0,No
1993,,,45.0,SE,1.0,1.0,No
1993,,,45.0,SE,1.0,2.0,No
1993,,,46.0,SE,1.0,3.0,No
2000,,,19.0,SE,,,No
2003,,,29.0,SE,2.0,2.0,No
2003,,,29.0,SE,2.0,3.0,No
2003,,,29.0,SE,2.0,4.0,No
2003,,,30.0,SE,2.0,5.0,No
2003,,,30.0,SE,2.0,6.0,No
2003,,,30.0,SE,2.0,7.0,No
2003,8.2,6,29.0,SE,2.0,1.0,No
2007,,,,SE,5.0,1.0,No
2007,,,,SE,5.0,2.0,No
2007,,,,SE,5.0,4.0,No
2009,,,,SE,1.0,6.0,No
2009,,,28.0,SE,2.0,11.0,No
2009,6.4,7,28.0,SE,2.0,4.0,No
2009,6.8,5,29.0,SE,2.0,10.0,No
2009,7.0,6,28.0,SE,2.0,8.0,No
2009,7.3,6,28.0,SE,2.0,9.0,No
2010,6.0,84,,SE,1.0,1.0,No
2010,6.1,222,45.0,SE,2.0,3.0,No
2010,6.2,59,,SE,1.0,2.0,No
2010,6.2,54,58.0,SE,1.0,5.0,No
2010,6.2,624,90.0,SE,2.0,13.0,No
2010,8.1,454,93.0,SE,1.0,6.0,Yes
2010,8.3,652,93.0,SE,1.0,2.0,Yes
2020,,,28.0,SE,1.0,1.0,No
2020,,,28.0,SE,1.0,2.0,No
2020,,,28.0,SE,1.0,3.0,No
2020,,,28.0,SE,1.0,5.0,No
2020,,,28.0,SE,1.0,6.0,No
2020,7.0,17,,SE,4.0,9.0,No
2020,7.2,17,,SE,4.0,8.0,No
2020,7.5,509,47.0,SE,1.0,1.0,Yes
2020,8.4,21,,SE,4.0,1.0,Yes
2021,,,,SE,,,No
2021,,,28.0,SE,2.0,1.0,No
2021,,,28.0,SE,2.0,2.0,No
2021,,,28.0,SE,2.0,3.0,No
2021,,,28.0,SE,2.0,5.0,No
2021,,,28.0,SE,2.0,6.0,No
2021,,,29.0,SE,2.0,4.0,No
2021,7.0,44,44.0,SE,4.0,6.0,Yes
2021,7.4,42,44.0,SE,4.0,5.0,Yes
2023,6.3,13,,SE,7.0,1.0,No
2002,,,58.0,SE,,,No
2007,,,27.0,SE,2.0,1.0,No
2007,,,28.0,SE,2.0,2.0,No
2004,5.7,21,,SE,2.0,1.0,No
1983,8.6,241,41.0,SE,1.0,2.0,Yes
1983,8.9,230,60.0,SE,1.0,4.0,Yes
1983,9.0,227,87.0,SE,1.0,5.0,Yes
2015,,,,SE,1.0,7.0,No
2015,,,53.0,SE,1.0,6.0,No
2015,,,58.0,SE,1.0,3.0,No
2015,,,58.0,SE,1.0,4.0,No
2015,,,58.0,SE,1.0,5.0,No
2015,,,58.0,SE,1.0,1.0,No
2015,,,58.0,SE,1.0,2.0,No
2017,5.9,41,42.0,SE,1.0,2.0,No
2017,6.0,34,,SE,1.0,7.0,No
2017,,,58.0,SE,2.0,1.0,No
2017,,,58.0,SE,2.0,2.0,No
2017,,,58.0,SE,2.0,4.0,No
2017,6.7,77,58.0,SE,2.0,2.0,No
2017,6.7,70,58.0,SE,2.0,4.0,No
2017,6.8,71,59.0,SE,2.0,3.0,No
2017,6.9,64,58.0,SE,2.0,5.0,No
2017,7.0,67,59.0,SE,2.0,6.0,Yes
2017,7.1,93,59.0,SE,2.0,1.0,Yes
2017,7.3,69,59.0,SE,2.0,7.0,Yes
2017,7.5,78,59.0,SE,2.0,8.0,Yes
2018,,,8.0,SE,1.0,0.0,No
2018,7.0,85,45.0,SE,1.0,1.0,Yes
2018,,,,SE,3.0,1.0,No
2018,,,,SE,3.0,2.0,No
2018,,,,SE,3.0,3.0,No
2018,,,,SE,3.0,4.0,No
2018,,,,SE,3.0,5.0,No
2018,,,,SE,3.0,6.0,No
2018,,,,SE,3.0,7.0,No
2018,,,,SE,3.0,8.0,No
2014,7.5,13,15.0,SE,,,No
2018,,,28.0,SE,2.0,4.0,No
2020,7.4,57,45.0,SE,1.0,1.0,Yes
2020,7.4,44,46.0,SE,1.0,7.0,Yes
2020,7.4,18,60.0,SE,1.0,6.0,No
2010,6.6,213,44.0,SE,1.0,2.0,No
2010,6.6,220,44.0,SE,1.0,3.0,No
2010,7.8,457,92.0,SE,1.0,5.0,Yes
2010,7.8,493,93.0,SE,1.0,4.0,Yes
2010,8.2,756,93.0,SE,1.0,1.0,Yes
2011,5.9,7,15.0,SE,1.0,7.0,No
2011,6.0,7,15.0,SE,1.0,8.0,No
2011,6.0,7,15.0,SE,1.0,10.0,No
2011,6.2,8,15.0,SE,1.0,14.0,No
2011,6.2,8,15.0,SE,1.0,16.0,No
2011,6.2,8,15.0,SE,1.0,20.0,No
2011,6.2,8,15.0,SE,1.0,22.0,No
2011,6.3,7,15.0,SE,1.0,9.0,No
2011,6.4,8,15.0,SE,1.0,12.0,No
2011,6.4,8,15.0,SE,1.0,15.0,No
2011,6.4,8,15.0,SE,1.0,19.0,No
2011,6.4,8,15.0,SE,1.0,21.0,No
2011,6.4,8,15.0,SE,1.0,23.0,No
2011,6.4,9,15.0,SE,1.0,24.0,No
2011,6.5,8,15.0,SE,1.0,11.0,No
2011,6.5,8,15.0,SE,1.0,13.0,No
2011,6.5,8,15.0,SE,1.0,18.0,No
2011,6.6,8,15.0,SE,1.0,17.0,No
2011,7.3,7,58.0,SE,1.0,3.0,No
2011,7.8,1266,57.0,SE,1.0,3.0,Yes
2011,7.9,1156,57.0,SE,1.0,6.0,Yes
2012,7.5,149,59.0,SE,1.0,5.0,Yes
2020,,,28.0,SE,1.0,4.0,No
2020,,,28.0,SE,1.0,1.0,No
2020,,,28.0,SE,1.0,2.0,No
2020,,,28.0,SE,1.0,3.0,No
2021,,,59.0,SE,1.0,1.0,No
2021,,,59.0,SE,1.0,2.0,No
2021,,,59.0,SE,1.0,3.0,No
2021,,,84.0,SE,1.0,4.0,No
2022,6.9,11,28.0,SE,1.0,2.0,No
2022,7.1,12,28.0,SE,1.0,1.0,No
2022,7.1,56,42.0,SE,1.0,1.0,Yes
2023,6.2,13,44.0,SE,1.0,6.0,No
2023,6.4,13,44.0,SE,1.0,5.0,No
2023,6.4,15,44.0,SE,1.0,4.0,No
2023,6.5,31,44.0,SE,1.0,1.0,No
2023,6.6,29,44.0,SE,1.0,2.0,No
2023,6.7,15,44.0,SE,1.0,3.0,No
2023,6.7,28,46.0,SE,1.0,3.0,No
2023,6.9,32,40.0,SE,1.0,2.0,No
2023,6.9,25,47.0,SE,1.0,6.0,No
2023,7.2,24,42.0,SE,1.0,4.0,Yes
2023,8.0,23,45.0,SE,1.0,5.0,Yes
2003,,,29.0,SE,2.0,9.0,No
2004,,,28.0,SE,2.0,13.0,No
2004,,,28.0,SE,2.0,14.0,No
2004,,,28.0,SE,2.0,15.0,No
2004,,,28.0,SE,2.0,17.0,No
2004,,,29.0,SE,2.0,10.0,No
2004,,,29.0,SE,2.0,11.0,No
2004,,,29.0,SE,2.0,18.0,No
2010,,,,SE,2.0,1.0,No
2010,,,,SE,2.0,2.0,No
2010,,,,SE,2.0,3.0,No
2010,,,,SE,2.0,4.0,No
2010,,,,SE,2.0,5.0,No
2010,,,,SE,2.0,6.0,No
2010,,,,SE,2.0,7.0,No
2010,,,,SE,2.0,8.0,No
2010,,,,SE,2.0,9.0,No
2010,,,,SE,2.0,10.0,No
2010,5.7,7,28.0,SE,2.0,6.0,No
2011,,,28.0,SE,2.0,12.0,No
2011,,,28.0,SE,2.0,8.0,No
2011,,,29.0,SE,2.0,9.0,No
2011,,,29.0,SE,2.0,10.0,No
2011,,,29.0,SE,2.0,11.0,No
2011,5.3,7,28.0,SE,2.0,2.0,No
2011,5.3,7,28.0,SE,2.0,3.0,No
2011,5.4,6,28.0,SE,2.0,13.0,No
2011,5.6,389,,SE,2.0,3.0,No
2011,5.6,8,28.0,SE,2.0,1.0,No
2011,5.6,6,28.0,SE,2.0,5.0,No
2011,5.6,6,28.0,SE,2.0,7.0,No
2011,6.0,400,,SE,2.0,1.0,No
2011,6.0,7,28.0,SE,2.0,4.0,No
2011,6.1,442,,SE,2.0,2.0,No
2022,6.4,31,44.0,SE,2.0,4.0,No
2022,6.6,32,44.0,SE,2.0,2.0,No
2022,6.7,29,44.0,SE,2.0,5.0,No
2022,6.8,103,44.0,SE,2.0,1.0,No
2022,6.8,31,44.0,SE,2.0,3.0,No
2022,6.8,40,44.0,SE,2.0,8.0,No
2022,6.9,72,44.0,SE,2.0,6.0,No
2022,6.9,75,44.0,SE,2.0,5.0,No
2022,6.9,76,44.0,SE,2.0,3.0,No
2022,6.9,76,44.0,SE,2.0,4.0,No
2022,6.9,29,44.0,SE,2.0,6.0,No
2022,7.0,84,44.0,SE,2.0,2.0,Yes
2022,7.4,27,44.0,SE,2.0,7.0,Yes
2022,8.2,17,25.0,SE,2.0,1.0,No
2011,5.8,292,88.0,SE,3.0,4.0,No
2011,5.9,296,88.0,SE,3.0,1.0,No
2011,6.1,292,88.0,SE,3.0,3.0,No
2004,,,,SE,4.0,1.0,No
2004,,,,SE,4.0,34.0,No
2010,,,,SE,4.0,10.0,No
2022,6.3,102,45.0,SE,8.0,3.0,No
2022,6.4,91,44.0,SE,8.0,4.0,No
1986,,,55.0,SE,1.0,2.0,No
2010,8.9,8,,SE,,,No
1974,,,30.0,SE,1.0,1.0,No
1974,,,30.0,SE,1.0,2.0,No
1974,,,30.0,SE,1.0,3.0,No
1974,,,30.0,SE,1.0,4.0,No
1974,,,30.0,SE,1.0,5.0,No
1974,,,30.0,SE,1.0,6.0,No
2014,,,,SE,1.0,2.0,No
2014,,,,SE,1.0,3.0,No
2014,,,,SE,1.0,4.0,No
2014,,,,SE,1.0,5.0,No
2014,,,,SE,1.0,6.0,No
2014,,,,SE,1.0,7.0,No
2014,,,,SE,1.0,8.0,No
2014,,,,SE,1.0,9.0,No
2014,,,,SE,1.0,10.0,No
2014,4.8,5,,SE,1.0,1.0,No
2015,7.0,160,43.0,SE,1.0,1.0,Yes
2018,,,,SE,8.0,10.0,No
2005,,,,SE,1.0,4.0,No
2005,,,,SE,1.0,7.0,No
1978,,,60.0,SE,1.0,4.0,No
1978,7.3,6,59.0,SE,1.0,3.0,No
1978,7.7,6,58.0,SE,1.0,2.0,No
1997,,,57.0,SE,1.0,2.0,No
1997,,,57.0,SE,1.0,3.0,No
1997,,,57.0,SE,1.0,4.0,No
1997,,,57.0,SE,1.0,5.0,No
1997,,,57.0,SE,1.0,6.0,No
1997,,,57.0,SE,1.0,7.0,No
1997,,,57.0,SE,1.0,8.0,No
1997,,,57.0,SE,1.0,9.0,No
1997,,,57.0,SE,1.0,10.0,No
1997,,,57.0,SE,1.0,11.0,No
1997,,,57.0,SE,1.0,12.0,No
2002,,,43.0,SE,1.0,9.0,No
2002,,,43.0,SE,1.0,12.0,No
2002,,,44.0,SE,1.0,2.0,No
2002,,,44.0,SE,1.0,3.0,No
2002,,,44.0,SE,1.0,4.0,No
2002,,,44.0,SE,1.0,6.0,No
2002,,,44.0,SE,1.0,7.0,No
2002,,,44.0,SE,1.0,8.0,No
2002,,,44.0,SE,1.0,10.0,No
2002,6.4,7,44.0,SE,1.0,1.0,No
2002,7.7,8,44.0,SE,1.0,5.0,No
2004,5.9,8,15.0,SE,1.0,10.0,No
2004,5.9,9,15.0,SE,1.0,13.0,No
2004,6.0,7,15.0,SE,1.0,8.0,No
2004,6.0,8,15.0,SE,1.0,3.0,No
2004,6.1,8,15.0,SE,1.0,2.0,No
2004,6.1,8,15.0,SE,1.0,7.0,No
2004,6.1,8,15.0,SE,1.0,9.0,No
2004,6.1,8,15.0,SE,1.0,14.0,No
2004,6.1,8,15.0,SE,1.0,23.0,No
2004,6.1,9,15.0,SE,1.0,11.0,No
2004,6.2,7,15.0,SE,1.0,12.0,No
2004,6.2,7,15.0,SE,1.0,15.0,No
2004,6.2,7,15.0,SE,1.0,16.0,No
2004,6.2,7,15.0,SE,1.0,19.0,No
2004,6.2,7,15.0,SE,1.0,22.0,No
2004,6.3,8,15.0,SE,1.0,5.0,No
2004,6.3,8,15.0,SE,1.0,21.0,No
2004,6.3,9,15.0,SE,1.0,1.0,No
2004,6.4,8,15.0,SE,1.0,6.0,No
2004,6.6,8,15.0,SE,1.0,4.0,No
2023,,,10.0,SE,,,No
1983,,,25.0,SE,1.0,1.0,No
1992,,,30.0,SE,1.0,3.0,No
1992,,,30.0,SE,1.0,4.0,No
1992,,,30.0,SE,1.0,5.0,No
1992,,,30.0,SE,1.0,6.0,No
1992,,,30.0,SE,1.0,7.0,No
1992,,,30.0,SE,1.0,8.0,No
1992,,,30.0,SE,1.0,9.0,No
1992,,,30.0,SE,1.0,10.0,No
1992,,,30.0,SE,1.0,11.0,No
1992,,,30.0,SE,1.0,12.0,No
1992,,,30.0,SE,1.0,13.0,No
1992,,,30.0,SE,1.0,14.0,No
1992,,,30.0,SE,1.0,15.0,No
1992,,,30.0,SE,1.0,16.0,No
1992,,,30.0,SE,1.0,17.0,No
1992,,,30.0,SE,1.0,18.0,No
1992,,,30.0,SE,1.0,19.0,No
1992,,,30.0,SE,1.0,20.0,No
1992,,,30.0,SE,1.0,21.0,No
1992,,,30.0,SE,1.0,22.0,No
1992,,,30.0,SE,1.0,23.0,No
1992,,,30.0,SE,1.0,24.0,No
1992,,,30.0,SE,1.0,25.0,No
1992,,,30.0,SE,1.0,26.0,No
1994,,,15.0,SE,1.0,4.0,No
1994,,,15.0,SE,1.0,5.0,No
1994,,,15.0,SE,1.0,6.0,No
1994,,,15.0,SE,1.0,7.0,No
1994,,,15.0,SE,1.0,8.0,No
1994,,,15.0,SE,1.0,9.0,No
1994,,,15.0,SE,1.0,10.0,No
1994,,,15.0,SE,1.0,11.0,No
1994,,,15.0,SE,1.0,12.0,No
1994,,,15.0,SE,1.0,13.0,No
1994,,,15.0,SE,1.0,14.0,No
1994,,,15.0,SE,1.0,15.0,No
1994,,,15.0,SE,1.0,16.0,No
1994,,,15.0,SE,1.0,17.0,No
1994,,,15.0,SE,1.0,18.0,No
1994,,,15.0,SE,1.0,19.0,No
1994,,,15.0,SE,1.0,20.0,No
1994,,,15.0,SE,1.0,21.0,No
1994,,,15.0,SE,1.0,22.0,No
1994,,,15.0,SE,1.0,23.0,No
1994,,,20.0,SE,1.0,24.0,No
1997,7.0,16,15.0,SE,1.0,5.0,No
1997,7.1,16,15.0,SE,1.0,6.0,No
1997,7.2,16,15.0,SE,1.0,10.0,No
1997,7.2,16,15.0,SE,1.0,15.0,No
1997,7.3,15,15.0,SE,1.0,18.0,No
1997,7.3,15,15.0,SE,1.0,23.0,No
1997,7.3,16,15.0,SE,1.0,16.0,No
1997,7.4,15,15.0,SE,1.0,21.0,No
1997,7.5,16,15.0,SE,1.0,4.0,No
1997,7.5,16,15.0,SE,1.0,7.0,No
1997,7.5,16,15.0,SE,1.0,8.0,No
1997,7.6,16,15.0,SE,1.0,17.0,No
1997,7.9,15,15.0,SE,1.0,22.0,No
1997,7.9,15,15.0,SE,1.0,24.0,No
1998,,,15.0,SE,1.0,1.0,No
1998,,,15.0,SE,1.0,2.0,No
1998,,,15.0,SE,1.0,3.0,No
1998,,,15.0,SE,1.0,4.0,No
1998,,,15.0,SE,1.0,5.0,No
1998,,,15.0,SE,1.0,6.0,No
1998,,,15.0,SE,1.0,7.0,No
1998,,,15.0,SE,1.0,8.0,No
1998,,,15.0,SE,1.0,9.0,No
1998,,,15.0,SE,1.0,10.0,No
1998,,,15.0,SE,1.0,11.0,No
1998,,,15.0,SE,1.0,12.0,No
1998,,,15.0,SE,1.0,13.0,No
1998,,,15.0,SE,1.0,14.0,No
1998,,,15.0,SE,1.0,15.0,No
1998,,,15.0,SE,1.0,16.0,No
1998,,,15.0,SE,1.0,17.0,No
1999,5.4,8,15.0,SE,1.0,12.0,No
1999,5.4,8,15.0,SE,1.0,14.0,No
1999,5.6,8,15.0,SE,1.0,15.0,No
1999,5.6,8,15.0,SE,1.0,17.0,No
1999,5.6,8,15.0,SE,1.0,18.0,No
1999,5.7,8,15.0,SE,1.0,13.0,No
1999,5.7,8,15.0,SE,1.0,19.0,No
1999,5.9,8,15.0,SE,1.0,16.0,No
2005,,,20.0,SE,1.0,1.0,No
2005,,,20.0,SE,1.0,2.0,No
2012,,,15.0,SE,1.0,10.0,No
2013,6.9,53,59.0,SE,1.0,2.0,No
2013,7.1,54,58.0,SE,1.0,3.0,Yes
2013,7.2,49,59.0,SE,1.0,4.0,Yes
2020,,,43.0,SE,1.0,1.0,No
2020,,,43.0,SE,1.0,2.0,No
2020,,,43.0,SE,1.0,3.0,No
2020,,,43.0,SE,1.0,4.0,No
2020,,,43.0,SE,1.0,5.0,No
2020,,,43.0,SE,1.0,6.0,No
2022,,,28.0,SE,2.0,1.0,No
2022,,,28.0,SE,2.0,5.0,No
2022,,,28.0,SE,2.0,6.0,No
2022,,,29.0,SE,2.0,2.0,No
2022,,,29.0,SE,2.0,3.0,No
2022,,,29.0,SE,2.0,4.0,No
2022,7.8,746,44.0,SE,2.0,3.0,Yes
2022,8.2,759,46.0,SE,2.0,2.0,Yes
2022,8.4,756,47.0,SE,2.0,4.0,Yes
2022,8.7,761,42.0,SE,2.0,5.0,Yes
2022,9.2,1029,43.0,SE,2.0,6.0,Yes
2023,,,18.0,SE,1.0,3.0,No
2023,,,20.0,SE,1.0,4.0,No
2023,6.0,46,,SE,1.0,2.0,No
2023,6.0,47,,SE,1.0,3.0,No
2023,6.1,46,,SE,1.0,6.0,No
2023,6.2,40,,SE,1.0,5.0,No
2023,6.9,42,,SE,1.0,4.0,No
2023,7.8,15,,SE,2.0,5.0,No
2023,7.9,16,,SE,2.0,2.0,No
2023,7.9,16,,SE,2.0,3.0,No
2023,7.9,17,,SE,2.0,4.0,No
2023,8.0,18,,SE,2.0,1.0,No
2023,8.0,16,,SE,2.0,6.0,No
2023,8.1,17,,SE,2.0,7.0,No
2023,8.3,7,19.0,SE,1.0,1.0,No
2023,8.9,28,,SE,2.0,8.0,Yes
2022,,,,SE,1.0,1.0,No
2023,,,,SE,1.0,2.0,No
2017,,,,SE,7.0,1.0,No
2021,,,,SE,1.0,2.0,No
1971,,,20.0,SE,1.0,1.0,No
1971,,,20.0,SE,1.0,2.0,No
1971,,,20.0,SE,1.0,3.0,No
1971,,,20.0,SE,1.0,4.0,No
1971,,,20.0,SE,1.0,5.0,No
1971,,,20.0,SE,1.0,6.0,No
1971,,,20.0,SE,1.0,7.0,No
1971,,,20.0,SE,1.0,8.0,No
1971,,,20.0,SE,1.0,9.0,No
1971,,,20.0,SE,1.0,10.0,No
1971,,,20.0,SE,1.0,11.0,No
1971,,,20.0,SE,1.0,12.0,No
1971,,,20.0,SE,1.0,13.0,No
1971,,,20.0,SE,1.0,14.0,No
1971,,,20.0,SE,1.0,15.0,No
1971,,,20.0,SE,1.0,16.0,No
1971,,,20.0,SE,1.0,17.0,No
1971,,,20.0,SE,1.0,18.0,No
1971,,,20.0,SE,1.0,19.0,No
1971,,,20.0,SE,1.0,20.0,No
1971,,,20.0,SE,1.0,21.0,No
1971,,,20.0,SE,1.0,22.0,No
1971,,,20.0,SE,1.0,23.0,No
1971,,,20.0,SE,1.0,24.0,No
1971,,,20.0,SE,1.0,25.0,No
1971,,,20.0,SE,1.0,26.0,No
1971,,,20.0,SE,1.0,27.0,No
1973,,,,SE,1.0,17.0,No
1986,,,60.0,SE,1.0,1.0,No
1986,,,60.0,SE,1.0,2.0,No
1986,,,60.0,SE,1.0,3.0,No
1993,,,97.0,SE,1.0,1.0,No
1993,,,98.0,SE,1.0,2.0,No
1996,,,27.0,SE,1.0,6.0,No
1996,,,28.0,SE,1.0,5.0,No
1997,,,,SE,1.0,2.0,No
1997,,,,SE,1.0,3.0,No
1997,,,28.0,SE,1.0,1.0,No
1997,,,57.0,SE,1.0,1.0,No
1997,,,29.0,SE,3.0,5.0,No
1997,,,29.0,SE,3.0,6.0,No
1998,,,57.0,SE,2.0,1.0,No
1999,,,57.0,SE,3.0,1.0,No
2000,,,57.0,SE,4.0,1.0,No
2001,,,57.0,SE,5.0,1.0,No
2002,,,43.0,SE,1.0,11.0,No
2002,,,43.0,SE,1.0,12.0,No
2002,,,57.0,SE,6.0,1.0,No
2003,,,43.0,SE,2.0,4.0,No
2003,,,43.0,SE,2.0,13.0,No
2003,,,44.0,SE,2.0,1.0,No
2003,,,44.0,SE,2.0,3.0,No
2003,,,44.0,SE,2.0,5.0,No
2003,,,44.0,SE,2.0,6.0,No
2003,,,44.0,SE,2.0,8.0,No
2003,,,44.0,SE,2.0,9.0,No
2003,,,44.0,SE,2.0,10.0,No
2003,,,44.0,SE,2.0,11.0,No
2003,,,44.0,SE,2.0,14.0,No
2003,,,57.0,SE,7.0,1.0,No
2004,,,57.0,SE,8.0,1.0,No
2005,,,57.0,SE,9.0,1.0,No
2009,,,85.0,SE,10.0,1.0,No
2009,,,85.0,SE,11.0,1.0,No
2010,,,85.0,SE,12.0,1.0,No
2011,,,85.0,SE,13.0,1.0,No
2012,,,57.0,SE,14.0,1.0,No
2013,,,2.0,SE,1.0,1.0,No
2013,,,3.0,SE,1.0,2.0,No
2013,4.7,7,,SE,4.0,12.0,No
2014,,,,SE,1.0,1.0,No
2014,,,,SE,1.0,2.0,No
2014,,,,SE,1.0,3.0,No
2014,,,,SE,1.0,4.0,No
2017,5.6,32,42.0,SE,1.0,8.0,No
2017,5.9,36,42.0,SE,1.0,5.0,No
2017,6.0,37,,SE,1.0,4.0,No
2017,6.0,35,44.0,SE,1.0,6.0,No
2017,6.2,36,42.0,SE,1.0,3.0,No
2017,6.8,172,45.0,SE,2.0,1.0,No
2017,7.0,50,44.0,SE,1.0,2.0,Yes
2017,7.1,48,44.0,SE,1.0,4.0,Yes
2017,7.1,51,44.0,SE,1.0,3.0,Yes
2018,,,,SE,16.0,1.0,No
2018,6.6,31,44.0,SE,1.0,8.0,No
2018,6.7,44,44.0,SE,1.0,1.0,No
